tripduration,starttime,stoptime,start station id,end station id,bikeid,usertype,birth year,gender
867,2019-06-22 15:11:25.9810,2019-06-22 15:25:53.6020,499,3137,17170,Customer,1969,0
583,2019-06-10 22:04:16.8050,2019-06-10 22:14:00.7880,351,340,15494,Subscriber,1989,1
236,2019-06-27 09:09:03.5580,2019-06-27 09:13:00.2890,3707,472,35341,Subscriber,1972,1
1273,2019-06-09 19:22:00.0420,2019-06-09 19:43:13.7220,3607,3726,15361,Customer,1993,2
986,2019-06-09 23:36:03.4650,2019-06-09 23:52:29.8450,266,308,19565,Subscriber,1947,1
813,2019-06-07 21:11:19.0930,2019-06-07 21:24:52.4280,3472,3002,32236,Subscriber,1985,1
1313,2019-06-05 15:13:46.4730,2019-06-05 15:35:40.4210,321,387,32522,Customer,1969,0
640,2019-06-12 17:51:26.9040,2019-06-12 18:02:07.4770,3418,3423,27002,Customer,1976,1
146,2019-06-03 15:44:49.2070,2019-06-03 15:47:15.5480,3159,3175,14706,Subscriber,1966,1
351,2019-06-11 08:08:27.6570,2019-06-11 08:14:18.9690,359,3443,26695,Subscriber,1977,1
899,2019-06-08 20:01:18.2690,2019-06-08 20:16:18.2550,518,495,31186,Subscriber,1990,0
4165,2019-06-15 19:28:52.5000,2019-06-15 20:38:17.7340,3599,3599,19975,Customer,1969,0
580,2019-06-05 14:01:36.3600,2019-06-05 14:11:17.0010,2017,491,25559,Subscriber,1968,2
350,2019-06-06 17:38:25.3470,2019-06-06 17:44:15.7500,3391,3387,35369,Customer,1989,1
262,2019-06-25 19:58:44.5980,2019-06-25 20:03:06.6750,3158,3175,31618,Subscriber,1960,1
1999,2019-06-21 16:34:35.9640,2019-06-21 17:07:55.2150,412,3415,33226,Subscriber,1989,1
266,2019-06-25 15:15:03.7950,2019-06-25 15:19:30.4630,503,2003,28625,Subscriber,1976,1
380,2019-06-28 09:28:32.3170,2019-06-28 09:34:53.1040,3256,309,34231,Subscriber,1977,1
334,2019-06-26 14:24:07.1340,2019-06-26 14:29:41.7110,499,3360,15239,Subscriber,1984,1
402,2019-06-13 13:30:14.2340,2019-06-13 13:36:56.5510,3300,3361,25676,Subscriber,1970,1
494,2019-06-02 14:52:40.5470,2019-06-02 15:00:55.1970,2008,195,30086,Customer,1969,0
1211,2019-06-11 21:22:02.8830,2019-06-11 21:42:14.6350,391,436,32812,Subscriber,1996,1
779,2019-06-22 08:06:25.3510,2019-06-22 08:19:24.4530,3129,305,35040,Subscriber,1983,2
279,2019-06-25 08:18:17.8040,2019-06-25 08:22:57.3270,400,339,16119,Subscriber,1990,2
666,2019-06-16 19:40:29.9910,2019-06-16 19:51:36.9470,258,3576,29407,Customer,1969,0
257,2019-06-26 12:28:44.4460,2019-06-26 12:33:01.8840,3286,3282,39081,Subscriber,1973,1
275,2019-06-04 07:53:49.4520,2019-06-04 07:58:24.6460,447,520,30769,Subscriber,1969,0
503,2019-06-04 21:14:28.6760,2019-06-04 21:22:52.5780,3112,3452,26441,Subscriber,1996,1
565,2019-06-07 22:47:30.5840,2019-06-07 22:56:56.1890,3260,3686,30434,Subscriber,1972,1
1525,2019-06-09 13:54:53.1440,2019-06-09 14:20:18.7940,417,212,33344,Customer,1995,1
715,2019-06-17 08:54:11.3500,2019-06-17 09:06:06.6980,525,334,28271,Subscriber,1982,1
422,2019-06-21 11:35:03.8940,2019-06-21 11:42:06.8080,116,247,28270,Subscriber,1955,1
988,2019-06-27 10:55:06.9670,2019-06-27 11:11:35.9580,312,319,15080,Subscriber,1989,1
280,2019-06-16 11:47:20.7370,2019-06-16 11:52:01.4940,3140,3290,26866,Subscriber,1975,1
1562,2019-06-04 08:29:02.3890,2019-06-04 08:55:05.2130,485,360,34305,Subscriber,1958,1
334,2019-06-17 05:05:56.2940,2019-06-17 05:11:30.6410,480,173,32618,Subscriber,1994,1
535,2019-06-29 14:43:00.3310,2019-06-29 14:51:55.7200,284,3788,33368,Subscriber,1969,0
374,2019-06-23 02:02:03.3210,2019-06-23 02:08:17.3690,482,358,38237,Subscriber,1984,1
1805,2019-06-15 16:36:40.5130,2019-06-15 17:06:46.2010,3065,3414,15974,Customer,1969,0
258,2019-06-14 10:30:16.4060,2019-06-14 10:34:34.9480,491,472,30824,Subscriber,1986,1
293,2019-06-03 12:41:25.8510,2019-06-03 12:46:19.0880,3746,128,34238,Subscriber,1955,1
1495,2019-06-22 18:33:17.7610,2019-06-22 18:58:13.1140,3002,482,33975,Subscriber,1975,2
266,2019-06-28 20:13:24.6580,2019-06-28 20:17:51.2010,301,411,17611,Subscriber,1963,1
2948,2019-06-17 11:27:57.7310,2019-06-17 12:17:06.5060,499,479,25082,Customer,1969,0
1506,2019-06-27 17:15:40.8770,2019-06-27 17:40:46.9090,3459,3463,33530,Subscriber,1992,2
191,2019-06-22 08:01:09.2250,2019-06-22 08:04:21.0660,167,476,18110,Subscriber,1981,1
2091,2019-06-29 14:29:20.0050,2019-06-29 15:04:11.6330,3101,258,34838,Subscriber,1991,1
726,2019-06-17 16:47:48.2080,2019-06-17 16:59:54.5350,3320,3400,31901,Customer,1969,0
1298,2019-06-04 19:22:40.4440,2019-06-04 19:44:18.7070,496,3152,15822,Subscriber,1992,1
1879,2019-06-12 18:46:27.0410,2019-06-12 19:17:46.1890,518,3087,17515,Subscriber,1986,2
339,2019-06-26 08:37:26.3550,2019-06-26 08:43:06.1610,3576,3417,27117,Subscriber,1993,1
1128,2019-06-14 16:48:39.4610,2019-06-14 17:07:27.8040,355,532,21542,Customer,1991,1
1625,2019-06-05 18:50:25.2610,2019-06-05 19:17:30.5240,3231,3374,16071,Subscriber,1995,2
861,2019-06-12 15:11:12.3050,2019-06-12 15:25:33.6930,3167,3152,26472,Customer,1981,2
126,2019-06-17 16:25:42.3330,2019-06-17 16:27:49.1120,545,487,14865,Subscriber,1993,1
1317,2019-06-27 07:22:34.8580,2019-06-27 07:44:32.4680,3737,533,38083,Subscriber,1991,2
465,2019-06-04 20:13:34.6650,2019-06-04 20:21:20.5170,241,3440,31580,Subscriber,1952,1
259,2019-06-10 10:39:25.9250,2019-06-10 10:43:45.3860,497,507,27500,Subscriber,1984,1
1448,2019-06-22 18:19:28.3850,2019-06-22 18:43:36.5830,3558,3107,34108,Subscriber,1985,1
289,2019-06-03 08:33:27.4640,2019-06-03 08:38:16.9930,405,127,28941,Subscriber,1971,1
735,2019-06-11 07:42:05.4390,2019-06-11 07:54:21.1990,3164,3156,32623,Subscriber,1996,1
191,2019-06-07 17:38:12.3090,2019-06-07 17:41:24.1920,3673,396,17490,Subscriber,1995,1
15588,2019-06-27 12:57:08.6570,2019-06-27 17:16:57.2210,151,519,38388,Customer,1969,0
980,2019-06-14 15:03:52.6700,2019-06-14 15:20:13.0940,229,195,29423,Subscriber,1981,1
1054,2019-06-29 15:21:37.8130,2019-06-29 15:39:12.5990,3137,3166,35266,Customer,1969,0
297,2019-06-29 09:10:35.3630,2019-06-29 09:15:32.4630,3718,411,14959,Subscriber,1959,1
1479,2019-06-24 17:26:13.9220,2019-06-24 17:50:53.0910,281,3124,32177,Subscriber,1980,2
1184,2019-06-02 13:28:17.9140,2019-06-02 13:48:01.9310,3656,259,15822,Customer,1996,2
840,2019-06-07 00:09:44.9450,2019-06-07 00:23:45.7300,473,358,18775,Customer,1969,0
611,2019-06-15 15:24:30.8200,2019-06-15 15:34:42.5720,546,490,19486,Subscriber,1997,1
1864,2019-06-11 11:29:04.2210,2019-06-11 12:00:08.9380,2012,3707,16685,Subscriber,1962,2
1060,2019-06-19 17:36:47.7370,2019-06-19 17:54:28.2170,455,334,26306,Subscriber,1976,1
316,2019-06-13 07:34:28.7200,2019-06-13 07:39:45.5960,2009,316,31792,Subscriber,1958,2
391,2019-06-24 19:01:35.7510,2019-06-24 19:08:06.9170,3283,3350,14816,Subscriber,1982,1
1273,2019-06-25 15:04:49.3340,2019-06-25 15:26:02.6260,514,3472,16216,Customer,1969,0
703,2019-06-24 09:14:44.9860,2019-06-24 09:26:28.7150,258,3361,30936,Subscriber,1983,2
630,2019-06-03 07:31:26.4370,2019-06-03 07:41:56.7180,445,168,35080,Subscriber,1960,1
1351,2019-06-13 06:22:30.7410,2019-06-13 06:45:02.7000,3255,304,25066,Subscriber,1978,1
1370,2019-06-12 18:21:32.5480,2019-06-12 18:44:22.7280,3236,3538,26683,Subscriber,1979,1
254,2019-06-14 21:13:15.3130,2019-06-14 21:17:29.9550,388,453,35353,Subscriber,1966,1
703,2019-06-02 17:47:53.5060,2019-06-02 17:59:36.9030,3259,495,30114,Subscriber,1969,1
90,2019-06-30 22:47:51.0730,2019-06-30 22:49:21.6010,2012,545,34987,Subscriber,1987,1
1244,2019-06-05 18:14:11.6420,2019-06-05 18:34:56.0310,3676,274,20333,Customer,1969,0
477,2019-06-04 18:03:29.0540,2019-06-04 18:11:26.7650,3092,3453,32884,Subscriber,1993,1
773,2019-06-22 12:38:29.1410,2019-06-22 12:51:22.7600,282,481,14607,Customer,1969,0
3161,2019-06-21 10:10:29.0270,2019-06-21 11:03:10.5280,3112,315,16247,Subscriber,1992,2
961,2019-06-07 17:54:48.0660,2019-06-07 18:10:49.1850,470,342,17992,Subscriber,1970,1
885,2019-06-29 13:31:08.1010,2019-06-29 13:45:53.1110,540,456,38245,Customer,1988,2
1586,2019-06-23 14:53:07.5380,2019-06-23 15:19:34.5280,3335,3065,33381,Subscriber,1994,2
164,2019-06-30 01:36:33.3620,2019-06-30 01:39:17.5130,3016,3093,30425,Subscriber,1989,1
2857,2019-06-29 21:35:23.4030,2019-06-29 22:23:00.7550,411,315,14632,Subscriber,1969,0
554,2019-06-29 17:45:03.8910,2019-06-29 17:54:18.5640,336,3467,28039,Customer,1969,0
592,2019-06-25 15:07:52.2490,2019-06-25 15:17:44.9540,468,523,29330,Subscriber,1995,1
1250,2019-06-01 03:11:40.9840,2019-06-01 03:32:31.1750,401,3718,18185,Customer,1995,1
376,2019-06-02 15:53:05.9000,2019-06-02 15:59:22.2150,458,442,33790,Subscriber,1977,1
547,2019-06-27 16:31:18.8140,2019-06-27 16:40:26.4420,307,151,28233,Subscriber,1993,2
1386,2019-06-15 20:10:56.6480,2019-06-15 20:34:02.8310,438,358,27662,Customer,1969,0
634,2019-06-20 08:18:06.8530,2019-06-20 08:28:41.1530,478,173,28861,Subscriber,1984,1
554,2019-06-05 16:12:16.6450,2019-06-05 16:21:31.3290,347,459,30207,Subscriber,1974,2
1575,2019-06-04 12:39:15.1820,2019-06-04 13:05:31.1800,3249,532,35370,Subscriber,1986,1
221,2019-06-03 20:49:27.4110,2019-06-03 20:53:08.6570,260,195,18740,Subscriber,1982,1
298,2019-06-05 16:18:06.2760,2019-06-05 16:23:04.9680,495,173,25073,Subscriber,1988,1
187,2019-06-12 23:16:08.7890,2019-06-12 23:19:16.2170,3351,3379,20221,Subscriber,1991,1
160,2019-06-07 21:46:29.2860,2019-06-07 21:49:09.7120,500,3699,15549,Subscriber,1978,1
983,2019-06-08 22:39:13.5380,2019-06-08 22:55:36.9200,3161,3747,31448,Subscriber,1987,2
166,2019-06-26 08:58:19.7730,2019-06-26 09:01:06.6850,523,362,30776,Subscriber,1989,1
469,2019-06-27 19:52:59.8740,2019-06-27 20:00:49.8360,2003,518,28650,Subscriber,1992,1
347,2019-06-24 07:52:38.3300,2019-06-24 07:58:25.6550,504,503,32256,Subscriber,1995,1
699,2019-06-28 08:45:51.2320,2019-06-28 08:57:30.5510,358,474,32840,Subscriber,1993,1
566,2019-06-04 19:51:47.1810,2019-06-04 20:01:13.3540,3697,3699,27030,Subscriber,1971,1
1568,2019-06-03 09:15:47.4790,2019-06-03 09:41:55.6240,157,293,17303,Subscriber,1990,2
312,2019-06-01 13:53:50.3420,2019-06-01 13:59:03.2300,442,466,15982,Subscriber,1960,1
1300,2019-06-25 10:55:33.1810,2019-06-25 11:17:13.9900,432,3674,29915,Subscriber,1983,2
601,2019-06-02 14:37:44.8480,2019-06-02 14:47:46.7890,2003,491,30504,Subscriber,1961,1
1187,2019-06-06 17:37:54.6110,2019-06-06 17:57:41.8520,439,416,34312,Subscriber,1990,1
558,2019-06-27 14:47:21.0360,2019-06-27 14:56:39.6060,519,492,15590,Subscriber,1983,1
1869,2019-06-28 17:45:47.8980,2019-06-28 18:16:56.9780,377,3163,30568,Subscriber,1985,1
1027,2019-06-14 21:37:46.7990,2019-06-14 21:54:54.1190,217,3342,25460,Subscriber,1980,1
811,2019-06-20 23:38:57.9520,2019-06-20 23:52:29.5730,3435,224,30161,Customer,1969,0
230,2019-06-24 06:53:42.7510,2019-06-24 06:57:33.3270,320,3664,29811,Subscriber,1968,1
3489,2019-06-15 20:18:11.7480,2019-06-15 21:16:21.5160,3160,3320,30312,Customer,1969,0
127,2019-06-09 14:55:07.9420,2019-06-09 14:57:15.7740,356,502,15504,Subscriber,1966,2
4663,2019-06-11 13:43:30.9590,2019-06-11 15:01:14.8350,3521,3362,27182,Customer,1969,0
1268,2019-06-25 11:53:32.3030,2019-06-25 12:14:40.9020,3137,3747,27406,Customer,1995,1
297,2019-06-06 13:37:43.0030,2019-06-06 13:42:40.5070,3747,3327,20550,Subscriber,1946,1
793,2019-06-03 21:04:46.7260,2019-06-03 21:17:59.7910,507,127,17625,Subscriber,1994,1
577,2019-06-20 18:14:40.7540,2019-06-20 18:24:18.3140,379,297,33657,Subscriber,1960,1
952,2019-06-25 14:51:49.0060,2019-06-25 15:07:41.2240,2003,3443,16269,Subscriber,1973,1
740,2019-06-05 19:43:39.8220,2019-06-05 19:55:59.9390,514,3658,19360,Subscriber,1976,2
1035,2019-06-04 10:36:10.6860,2019-06-04 10:53:26.3880,520,3282,35154,Subscriber,1961,2
253,2019-06-21 16:33:25.7610,2019-06-21 16:37:38.9490,116,459,35180,Subscriber,1964,1
587,2019-06-25 08:02:34.6600,2019-06-25 08:12:22.1830,450,508,35035,Subscriber,1964,1
153,2019-06-20 20:36:08.6900,2019-06-20 20:38:41.9270,3417,467,34018,Subscriber,1966,1
835,2019-06-07 14:09:08.6670,2019-06-07 14:23:03.9430,3611,3611,28498,Subscriber,1971,1
285,2019-06-10 20:10:06.7200,2019-06-10 20:14:51.8750,265,412,34386,Subscriber,1998,2
567,2019-06-02 19:07:14.9290,2019-06-02 19:16:42.3300,229,296,19561,Customer,1995,1
1003,2019-06-22 16:59:26.4730,2019-06-22 17:16:10.4100,3137,3724,30781,Customer,1969,0
342,2019-06-06 15:09:04.6040,2019-06-06 15:14:47.4640,229,3435,30329,Subscriber,1957,1
479,2019-06-02 19:55:43.6390,2019-06-02 20:03:43.5170,168,503,35389,Subscriber,1991,2
671,2019-06-10 18:26:03.0670,2019-06-10 18:37:14.2580,303,491,29821,Subscriber,1997,1
920,2019-06-13 18:55:49.2140,2019-06-13 19:11:10.0920,350,349,25855,Subscriber,1988,1
773,2019-06-18 09:41:06.5620,2019-06-18 09:53:59.6410,479,474,35285,Subscriber,1977,1
528,2019-06-08 20:53:04.9610,2019-06-08 21:01:53.4510,3093,460,33547,Customer,1995,1
387,2019-06-23 14:46:58.4040,2019-06-23 14:53:25.6950,3544,3583,27802,Subscriber,1989,2
240,2019-06-26 17:39:47.5220,2019-06-26 17:43:48.0610,223,405,34359,Subscriber,1987,1
355,2019-06-18 06:54:09.8820,2019-06-18 07:00:05.3110,3093,3453,17633,Subscriber,1988,1
334,2019-06-11 19:29:26.0340,2019-06-11 19:35:00.1180,482,127,31157,Subscriber,1956,2
586,2019-06-03 20:34:17.5760,2019-06-03 20:44:03.9150,3427,504,28820,Subscriber,1995,2
1072,2019-06-12 22:01:22.2000,2019-06-12 22:19:14.2770,482,3459,32581,Subscriber,1993,1
328,2019-06-19 17:55:15.1670,2019-06-19 18:00:44.1360,307,342,29607,Subscriber,1958,2
468,2019-06-24 08:49:24.7020,2019-06-24 08:57:13.4860,508,173,25570,Subscriber,1957,1
682,2019-06-26 19:40:21.4230,2019-06-26 19:51:44.0940,3092,3469,15117,Subscriber,1986,2
935,2019-06-03 05:18:53.8670,2019-06-03 05:34:29.5770,3236,3165,30095,Subscriber,1974,1
772,2019-06-24 17:59:14.1080,2019-06-24 18:12:06.7280,477,212,33168,Subscriber,1988,1
1019,2019-06-05 21:03:41.1200,2019-06-05 21:20:41.1090,3423,3569,34312,Customer,1988,1
319,2019-06-25 16:45:29.7390,2019-06-25 16:50:48.9540,412,331,19671,Subscriber,1966,1
858,2019-06-14 17:22:57.6640,2019-06-14 17:37:16.0210,534,358,26691,Subscriber,1980,1
1556,2019-06-03 17:16:11.4710,2019-06-03 17:42:07.6860,281,3320,15727,Customer,1969,0
447,2019-06-28 18:27:53.5600,2019-06-28 18:35:21.4430,3429,366,33196,Subscriber,1987,1
250,2019-06-20 11:02:42.1640,2019-06-20 11:06:53.1540,461,3733,15173,Subscriber,1976,2
61,2019-06-18 07:07:15.9290,2019-06-18 07:08:17.2330,265,312,33907,Subscriber,1993,2
515,2019-06-20 18:59:35.3760,2019-06-20 19:08:10.7660,3126,3611,27789,Subscriber,1968,2
1035,2019-06-15 11:00:04.6080,2019-06-15 11:17:19.8380,3151,3137,19002,Customer,1995,1
878,2019-06-04 16:07:08.4640,2019-06-04 16:21:47.1620,3137,3341,35033,Subscriber,1988,2
966,2019-06-27 19:44:16.5180,2019-06-27 20:00:22.6640,150,254,32207,Subscriber,1973,1
1082,2019-06-11 17:09:42.6320,2019-06-11 17:27:45.3530,359,3163,30447,Subscriber,1958,1
451,2019-06-19 16:31:28.1400,2019-06-19 16:38:59.3400,243,270,33814,Subscriber,1986,1
1373,2019-06-08 15:54:37.5270,2019-06-08 16:17:30.5340,3071,3071,20553,Customer,1969,0
233,2019-06-19 14:04:51.3020,2019-06-19 14:08:45.2040,502,341,32540,Subscriber,1976,1
158,2019-06-12 07:43:12.7430,2019-06-12 07:45:51.1190,3501,3628,15655,Subscriber,1995,1
514,2019-06-11 12:30:01.9090,2019-06-11 12:38:36.8020,340,360,15057,Subscriber,1973,1
638,2019-06-23 17:19:31.2480,2019-06-23 17:30:09.7030,3556,3573,27186,Subscriber,1992,1
105,2019-06-20 12:05:05.0770,2019-06-20 12:06:50.8670,467,3413,25498,Subscriber,1989,1
922,2019-06-07 17:37:13.4960,2019-06-07 17:52:36.3200,3712,3235,20701,Subscriber,1958,1
1078,2019-06-30 14:15:52.4270,2019-06-30 14:33:50.6980,3479,3182,38444,Subscriber,1998,2
861,2019-06-08 07:36:09.3150,2019-06-08 07:50:30.3650,2006,3226,16302,Customer,1969,0
356,2019-06-05 08:27:25.7310,2019-06-05 08:33:22.4080,519,546,35164,Subscriber,1981,1
2857,2019-06-12 21:56:41.2440,2019-06-12 22:44:18.8730,307,465,16891,Customer,1994,2
210,2019-06-05 07:00:49.1370,2019-06-05 07:04:20.0840,483,3708,25573,Subscriber,1983,1
1881,2019-06-17 21:07:25.8270,2019-06-17 21:38:47.3430,3112,436,30335,Subscriber,1990,1
486,2019-06-24 11:17:00.1070,2019-06-24 11:25:06.8810,496,546,31393,Subscriber,1989,2
1156,2019-06-26 08:16:11.2600,2019-06-26 08:35:27.4630,3016,241,18070,Subscriber,1990,1
879,2019-06-12 20:01:04.5310,2019-06-12 20:15:43.6600,276,116,34362,Subscriber,1979,2
1075,2019-06-10 09:26:14.9620,2019-06-10 09:44:10.6750,3290,2023,29383,Subscriber,1958,2
551,2019-06-06 16:02:33.1770,2019-06-06 16:11:44.3360,323,298,30216,Subscriber,1984,1
640,2019-06-11 08:15:00.9030,2019-06-11 08:25:41.3770,3622,3345,19558,Subscriber,1989,2
737,2019-06-27 23:25:31.7930,2019-06-27 23:37:48.8530,476,432,38733,Customer,1997,1
214,2019-06-28 17:33:10.8190,2019-06-28 17:36:45.5050,146,426,30202,Subscriber,1967,1
324,2019-06-15 13:47:23.7420,2019-06-15 13:52:48.4160,523,3712,34214,Subscriber,1955,1
704,2019-06-12 19:08:02.3420,2019-06-12 19:19:47.2630,3129,3142,17940,Subscriber,1985,1
1619,2019-06-26 19:22:46.6040,2019-06-26 19:49:46.1810,3282,3159,19411,Customer,1969,0
962,2019-06-22 11:46:35.8150,2019-06-22 12:02:37.9570,3618,3118,21556,Customer,1969,0
2505,2019-06-09 13:07:06.8600,2019-06-09 13:48:52.0590,3331,3746,32589,Subscriber,1970,1
1174,2019-06-09 18:39:53.8100,2019-06-09 18:59:28.5560,3533,3301,33068,Subscriber,1970,1
447,2019-06-19 17:58:06.0490,2019-06-19 18:05:33.9360,284,3255,38061,Subscriber,2000,1
1923,2019-06-11 12:49:44.7010,2019-06-11 13:21:48.2480,3101,3129,33669,Subscriber,1962,2
673,2019-06-22 15:31:35.4920,2019-06-22 15:42:48.9080,307,336,21218,Subscriber,1979,1
230,2019-06-08 12:15:21.2550,2019-06-08 12:19:11.7800,3145,3148,18150,Subscriber,1964,1
228,2019-06-07 06:42:41.4550,2019-06-07 06:46:29.7590,3320,3343,30725,Subscriber,1965,1
701,2019-06-20 09:47:16.5240,2019-06-20 09:58:57.9690,485,3724,35192,Subscriber,1965,2
394,2019-06-04 17:12:18.2090,2019-06-04 17:18:52.3320,3314,3162,29849,Subscriber,1999,1
208,2019-06-09 19:38:22.9520,2019-06-09 19:41:51.1090,307,502,35349,Subscriber,1963,1
847,2019-06-16 12:22:14.3160,2019-06-16 12:36:22.0060,3256,514,32064,Subscriber,1989,1
1776,2019-06-22 11:29:59.8730,2019-06-22 11:59:36.4360,514,2008,33582,Subscriber,1976,1
242,2019-06-04 18:47:20.2510,2019-06-04 18:51:22.3590,3078,282,28877,Subscriber,1992,1
837,2019-06-05 14:24:35.1810,2019-06-05 14:38:33.1480,3085,282,29072,Customer,2000,1
420,2019-06-26 19:21:42.9640,2019-06-26 19:28:43.3430,3258,3686,35341,Subscriber,1975,1
1369,2019-06-22 08:30:23.5940,2019-06-22 08:53:13.5790,3581,532,35120,Subscriber,1993,1
1211,2019-06-02 13:57:07.5760,2019-06-02 14:17:18.9740,3078,473,34276,Subscriber,1994,2
